NAMASTE_Code,NAMASTE_Display,NAMASTE_Traditional,NAMASTE_System,ICD11_Code,ICD11_Description,Mapping_Confidence,Confidence_Level,Mapping_Method,Last_Updated
UN0434,Liver Disease - Amraz-e-Jigar Acute,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0435,Kidney Disease - Amraz-e-Kulya,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0436,Paralysis - Falij Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0437,Epilepsy - Sara Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0438,Diarrhea - Ishal Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0439,Cough - Sual Yabis,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0440,Cold - Nazla Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0441,Fever - Humma Acute,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
UN0442,Diabetes - Ziabetus,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0443,Hypertension - Zarabet Dam Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0444,Arthritis - Waja ul Mafasil Barid,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0445,Asthma - Raboo Ratab,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0446,Migraine - Shaqeeqa Yabis,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0447,Depression - Sawda Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0448,Gastritis - Waram-e-Meda Acute,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0449,Insomnia - Sahr,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0450,Constipation - Qabz Har,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0451,Obesity - Siman-e-Mufrat Barid,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0452,Anemia - Faqr ud Dam Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0453,Skin Disease - Amraz-e-Jild Yabis,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0454,Liver Disease - Amraz-e-Jigar Chronic,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0455,Kidney Disease - Amraz-e-Kulya Acute,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0456,Paralysis - Falij,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0457,Epilepsy - Sara Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0458,Diarrhea - Ishal Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0459,Cough - Sual Ratab,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0460,Cold - Nazla Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0461,Fever - Humma Chronic,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
UN0462,Diabetes - Ziabetus Acute,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0463,Hypertension - Zarabet Dam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0464,Arthritis - Waja ul Mafasil Har,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0465,Asthma - Raboo Barid,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0466,Migraine - Shaqeeqa Ratab,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0467,Depression - Sawda Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0468,Gastritis - Waram-e-Meda Chronic,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0469,Insomnia - Sahr Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0470,Constipation - Qabz,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0471,Obesity - Siman-e-Mufrat Har,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0472,Anemia - Faqr ud Dam Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0473,Skin Disease - Amraz-e-Jild Ratab,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0474,Liver Disease - Amraz-e-Jigar Yabis,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0475,Kidney Disease - Amraz-e-Kulya Chronic,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0476,Paralysis - Falij Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0477,Epilepsy - Sara,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0478,Diarrhea - Ishal Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0479,Cough - Sual Barid,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0480,Cold - Nazla Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0481,Fever - Humma Yabis,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0482,Diabetes - Ziabetus Chronic,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0483,Hypertension - Zarabet Dam Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0484,Arthritis - Waja ul Mafasil,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0485,Asthma - Raboo Har,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0486,Migraine - Shaqeeqa Barid,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0487,Depression - Sawda Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0488,Gastritis - Waram-e-Meda Yabis,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0489,Insomnia - Sahr Chronic,,Unknown,7A00,Chronic insomnia,0.400,Low,Optimized Semantic Matching,2025-09-04
UN0490,Constipation - Qabz Acute,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0491,Obesity - Siman-e-Mufrat,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0492,Anemia - Faqr ud Dam Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0493,Skin Disease - Amraz-e-Jild Barid,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0494,Liver Disease - Amraz-e-Jigar Ratab,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0495,Kidney Disease - Amraz-e-Kulya Yabis,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0496,Paralysis - Falij Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0497,Epilepsy - Sara Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0498,Diarrhea - Ishal,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0499,Cough - Sual Har,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0500,Cold - Nazla Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0501,Fever - Humma Ratab,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0502,Diabetes - Ziabetus Yabis,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0503,Hypertension - Zarabet Dam Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0504,Arthritis - Waja ul Mafasil Acute,,Unknown,1B41.1Z,"Acute rheumatic endocarditis, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
UN0505,Asthma - Raboo,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0506,Migraine - Shaqeeqa Har,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0507,Depression - Sawda Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0508,Gastritis - Waram-e-Meda Ratab,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0509,Insomnia - Sahr Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0510,Constipation - Qabz Chronic,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0511,Obesity - Siman-e-Mufrat Acute,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0512,Anemia - Faqr ud Dam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0513,Skin Disease - Amraz-e-Jild Har,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0514,Liver Disease - Amraz-e-Jigar Barid,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0515,Kidney Disease - Amraz-e-Kulya Ratab,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0516,Paralysis - Falij Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0517,Epilepsy - Sara Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0518,Diarrhea - Ishal Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0519,Cough - Sual,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0520,Cold - Nazla Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0521,Fever - Humma Barid,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0522,Diabetes - Ziabetus Ratab,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0523,Hypertension - Zarabet Dam Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0524,Arthritis - Waja ul Mafasil Chronic,,Unknown,2A81.7,Diffuse large Bcell lymphoma associated with Chronic inflammation,0.700,High,Optimized Semantic Matching,2025-09-04
UN0525,Asthma - Raboo Acute,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0526,Migraine - Shaqeeqa,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0527,Depression - Sawda Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0528,Gastritis - Waram-e-Meda Barid,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0529,Insomnia - Sahr Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0530,Constipation - Qabz Yabis,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0531,Obesity - Siman-e-Mufrat Chronic,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0532,Anemia - Faqr ud Dam Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0533,Skin Disease - Amraz-e-Jild,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0534,Liver Disease - Amraz-e-Jigar Har,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0535,Kidney Disease - Amraz-e-Kulya Barid,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0536,Paralysis - Falij Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0537,Epilepsy - Sara Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0538,Diarrhea - Ishal Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0539,Cough - Sual Acute,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0540,Cold - Nazla,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0541,Fever - Humma Har,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0542,Diabetes - Ziabetus Barid,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0543,Hypertension - Zarabet Dam Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0544,Arthritis - Waja ul Mafasil Yabis,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0545,Asthma - Raboo Chronic,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0546,Migraine - Shaqeeqa Acute,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0547,Depression - Sawda,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0548,Gastritis - Waram-e-Meda Har,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0549,Insomnia - Sahr Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0550,Constipation - Qabz Ratab,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0551,Obesity - Siman-e-Mufrat Yabis,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0552,Anemia - Faqr ud Dam Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0553,Skin Disease - Amraz-e-Jild Acute,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0554,Liver Disease - Amraz-e-Jigar,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0555,Kidney Disease - Amraz-e-Kulya Har,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0556,Paralysis - Falij Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0557,Epilepsy - Sara Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0558,Diarrhea - Ishal Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0559,Cough - Sual Chronic,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0560,Cold - Nazla Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0561,Fever - Humma,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0562,Diabetes - Ziabetus Har,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0563,Hypertension - Zarabet Dam Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0564,Arthritis - Waja ul Mafasil Ratab,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0565,Asthma - Raboo Yabis,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0566,Migraine - Shaqeeqa Chronic,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0567,Depression - Sawda Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0568,Gastritis - Waram-e-Meda,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0569,Insomnia - Sahr Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0570,Constipation - Qabz Barid,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0571,Obesity - Siman-e-Mufrat Ratab,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0572,Anemia - Faqr ud Dam Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0573,Skin Disease - Amraz-e-Jild Chronic,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0574,Liver Disease - Amraz-e-Jigar Acute,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0575,Kidney Disease - Amraz-e-Kulya,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0576,Paralysis - Falij Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0577,Epilepsy - Sara Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0578,Diarrhea - Ishal Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0579,Cough - Sual Yabis,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0580,Cold - Nazla Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0581,Fever - Humma Acute,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
UN0582,Diabetes - Ziabetus,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0583,Hypertension - Zarabet Dam Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0584,Arthritis - Waja ul Mafasil Barid,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0585,Asthma - Raboo Ratab,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0586,Migraine - Shaqeeqa Yabis,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0587,Depression - Sawda Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0588,Gastritis - Waram-e-Meda Acute,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0589,Insomnia - Sahr,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0590,Constipation - Qabz Har,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0591,Obesity - Siman-e-Mufrat Barid,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0592,Anemia - Faqr ud Dam Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0593,Skin Disease - Amraz-e-Jild Yabis,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0594,Liver Disease - Amraz-e-Jigar Chronic,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0595,Kidney Disease - Amraz-e-Kulya Acute,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0596,Paralysis - Falij,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0597,Epilepsy - Sara Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0598,Diarrhea - Ishal Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0599,Cough - Sual Ratab,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0600,Cold - Nazla Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0601,Fever - Humma Chronic,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
UN0602,Diabetes - Ziabetus Acute,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0603,Hypertension - Zarabet Dam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0604,Arthritis - Waja ul Mafasil Har,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0605,Asthma - Raboo Barid,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0606,Migraine - Shaqeeqa Ratab,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0607,Depression - Sawda Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0608,Gastritis - Waram-e-Meda Chronic,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0609,Insomnia - Sahr Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0610,Constipation - Qabz,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0611,Obesity - Siman-e-Mufrat Har,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0612,Anemia - Faqr ud Dam Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0613,Skin Disease - Amraz-e-Jild Ratab,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0614,Liver Disease - Amraz-e-Jigar Yabis,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0615,Kidney Disease - Amraz-e-Kulya Chronic,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0616,Paralysis - Falij Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0617,Epilepsy - Sara,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0618,Diarrhea - Ishal Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0619,Cough - Sual Barid,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0620,Cold - Nazla Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0621,Fever - Humma Yabis,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0622,Diabetes - Ziabetus Chronic,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0623,Hypertension - Zarabet Dam Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0624,Arthritis - Waja ul Mafasil,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0625,Asthma - Raboo Har,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0626,Migraine - Shaqeeqa Barid,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0627,Depression - Sawda Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0628,Gastritis - Waram-e-Meda Yabis,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0629,Insomnia - Sahr Chronic,,Unknown,7A00,Chronic insomnia,0.400,Low,Optimized Semantic Matching,2025-09-04
UN0630,Constipation - Qabz Acute,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0631,Obesity - Siman-e-Mufrat,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0632,Anemia - Faqr ud Dam Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0633,Skin Disease - Amraz-e-Jild Barid,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
