NAMASTE_Code,NAMASTE_Display,NAMASTE_Traditional,NAMASTE_System,ICD11_Code,ICD11_Description,Mapping_Confidence,Confidence_Level,Mapping_Method,Medical_System,Last_Updated
UN0558,Diarrhea - Ishal Yabis,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0559,Cough - Sual Chronic,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0560,Cold - Nazla Acute,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0561,Fever - Humma,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0562,Diabetes - Ziabetus Har,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0563,Hypertension - Zarabet Dam Barid,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0564,Arthritis - Waja ul Mafasil Ratab,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0565,Asthma - Raboo Yabis,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0566,Migraine - Shaqeeqa Chronic,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0567,Depression - Sawda Acute,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0568,Gastritis - Waram-e-Meda,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0569,Insomnia - Sahr Har,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0570,Constipation - Qabz Barid,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0571,Obesity - Siman-e-Mufrat Ratab,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0572,Anemia - Faqr ud Dam Yabis,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0573,Skin Disease - Amraz-e-Jild Chronic,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0574,Liver Disease - Amraz-e-Jigar Acute,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0575,Kidney Disease - Amraz-e-Kulya,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0576,Paralysis - Falij Har,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0577,Epilepsy - Sara Barid,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0578,Diarrhea - Ishal Ratab,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0579,Cough - Sual Yabis,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0580,Cold - Nazla Chronic,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0581,Fever - Humma Acute,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0582,Diabetes - Ziabetus,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0583,Hypertension - Zarabet Dam Har,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0584,Arthritis - Waja ul Mafasil Barid,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0585,Asthma - Raboo Ratab,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0586,Migraine - Shaqeeqa Yabis,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0587,Depression - Sawda Chronic,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0588,Gastritis - Waram-e-Meda Acute,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0589,Insomnia - Sahr,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0590,Constipation - Qabz Har,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0591,Obesity - Siman-e-Mufrat Barid,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0592,Anemia - Faqr ud Dam Ratab,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0593,Skin Disease - Amraz-e-Jild Yabis,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0594,Liver Disease - Amraz-e-Jigar Chronic,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0595,Kidney Disease - Amraz-e-Kulya Acute,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0596,Paralysis - Falij,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0597,Epilepsy - Sara Har,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0598,Diarrhea - Ishal Barid,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0599,Cough - Sual Ratab,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0600,Cold - Nazla Yabis,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0601,Fever - Humma Chronic,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0602,Diabetes - Ziabetus Acute,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0603,Hypertension - Zarabet Dam,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0604,Arthritis - Waja ul Mafasil Har,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0605,Asthma - Raboo Barid,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0606,Migraine - Shaqeeqa Ratab,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0607,Depression - Sawda Yabis,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0608,Gastritis - Waram-e-Meda Chronic,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0609,Insomnia - Sahr Acute,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0610,Constipation - Qabz,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0611,Obesity - Siman-e-Mufrat Har,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0612,Anemia - Faqr ud Dam Barid,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0613,Skin Disease - Amraz-e-Jild Ratab,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0614,Liver Disease - Amraz-e-Jigar Yabis,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0615,Kidney Disease - Amraz-e-Kulya Chronic,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0616,Paralysis - Falij Acute,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0617,Epilepsy - Sara,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0618,Diarrhea - Ishal Har,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0619,Cough - Sual Barid,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0620,Cold - Nazla Ratab,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0621,Fever - Humma Yabis,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0622,Diabetes - Ziabetus Chronic,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0623,Hypertension - Zarabet Dam Acute,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0624,Arthritis - Waja ul Mafasil,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0625,Asthma - Raboo Har,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0626,Migraine - Shaqeeqa Barid,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0627,Depression - Sawda Ratab,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0628,Gastritis - Waram-e-Meda Yabis,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0629,Insomnia - Sahr Chronic,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0630,Constipation - Qabz Acute,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0631,Obesity - Siman-e-Mufrat,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0632,Anemia - Faqr ud Dam Har,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0633,Skin Disease - Amraz-e-Jild Barid,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0634,Liver Disease - Amraz-e-Jigar Ratab,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0635,Kidney Disease - Amraz-e-Kulya Yabis,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0636,Paralysis - Falij Chronic,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0637,Epilepsy - Sara Acute,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0638,Diarrhea - Ishal,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0639,Cough - Sual Har,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0640,Cold - Nazla Barid,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0641,Fever - Humma Ratab,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0642,Diabetes - Ziabetus Yabis,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0643,Hypertension - Zarabet Dam Chronic,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0644,Arthritis - Waja ul Mafasil Acute,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0645,Asthma - Raboo,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0646,Migraine - Shaqeeqa Har,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0647,Depression - Sawda Barid,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0648,Gastritis - Waram-e-Meda Ratab,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0649,Insomnia - Sahr Yabis,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0650,Constipation - Qabz Chronic,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0651,Obesity - Siman-e-Mufrat Acute,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0652,Anemia - Faqr ud Dam,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0653,Skin Disease - Amraz-e-Jild Har,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0654,Liver Disease - Amraz-e-Jigar Barid,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0655,Kidney Disease - Amraz-e-Kulya Ratab,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0656,Paralysis - Falij Yabis,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0657,Epilepsy - Sara Chronic,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0658,Diarrhea - Ishal Acute,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0659,Cough - Sual,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0660,Cold - Nazla Har,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0661,Fever - Humma Barid,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0662,Diabetes - Ziabetus Ratab,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0663,Hypertension - Zarabet Dam Yabis,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0664,Arthritis - Waja ul Mafasil Chronic,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0665,Asthma - Raboo Acute,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0666,Migraine - Shaqeeqa,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0667,Depression - Sawda Har,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0668,Gastritis - Waram-e-Meda Barid,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0669,Insomnia - Sahr Ratab,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0670,Constipation - Qabz Yabis,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0671,Obesity - Siman-e-Mufrat Chronic,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0672,Anemia - Faqr ud Dam Acute,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0673,Skin Disease - Amraz-e-Jild,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0674,Liver Disease - Amraz-e-Jigar Har,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0675,Kidney Disease - Amraz-e-Kulya Barid,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0676,Paralysis - Falij Ratab,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0677,Epilepsy - Sara Yabis,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0678,Diarrhea - Ishal Chronic,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0679,Cough - Sual Acute,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0680,Cold - Nazla,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0681,Fever - Humma Har,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0682,Diabetes - Ziabetus Barid,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0683,Hypertension - Zarabet Dam Ratab,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0684,Arthritis - Waja ul Mafasil Yabis,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0685,Asthma - Raboo Chronic,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0686,Migraine - Shaqeeqa Acute,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0687,Depression - Sawda,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0688,Gastritis - Waram-e-Meda Har,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0689,Insomnia - Sahr Barid,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0690,Constipation - Qabz Ratab,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0691,Obesity - Siman-e-Mufrat Yabis,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0692,Anemia - Faqr ud Dam Chronic,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0693,Skin Disease - Amraz-e-Jild Acute,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0694,Liver Disease - Amraz-e-Jigar,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0695,Kidney Disease - Amraz-e-Kulya Har,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0696,Paralysis - Falij Barid,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0697,Epilepsy - Sara Ratab,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0698,Diarrhea - Ishal Yabis,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0699,Cough - Sual Chronic,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0700,Cold - Nazla Acute,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0701,Fever - Humma,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0702,Diabetes - Ziabetus Har,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0703,Hypertension - Zarabet Dam Barid,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0704,Arthritis - Waja ul Mafasil Ratab,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0705,Asthma - Raboo Yabis,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0706,Migraine - Shaqeeqa Chronic,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0707,Depression - Sawda Acute,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0708,Gastritis - Waram-e-Meda,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0709,Insomnia - Sahr Har,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0710,Constipation - Qabz Barid,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0711,Obesity - Siman-e-Mufrat Ratab,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0712,Anemia - Faqr ud Dam Yabis,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0713,Skin Disease - Amraz-e-Jild Chronic,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0714,Liver Disease - Amraz-e-Jigar Acute,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0715,Kidney Disease - Amraz-e-Kulya,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0716,Paralysis - Falij Har,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0717,Epilepsy - Sara Barid,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0718,Diarrhea - Ishal Ratab,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0719,Cough - Sual Yabis,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0720,Cold - Nazla Chronic,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0721,Fever - Humma Acute,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0722,Diabetes - Ziabetus,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0723,Hypertension - Zarabet Dam Har,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0724,Arthritis - Waja ul Mafasil Barid,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0725,Asthma - Raboo Ratab,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0726,Migraine - Shaqeeqa Yabis,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0727,Depression - Sawda Chronic,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0728,Gastritis - Waram-e-Meda Acute,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0729,Insomnia - Sahr,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0730,Constipation - Qabz Har,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0731,Obesity - Siman-e-Mufrat Barid,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0732,Anemia - Faqr ud Dam Ratab,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0733,Skin Disease - Amraz-e-Jild Yabis,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0734,Liver Disease - Amraz-e-Jigar Chronic,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0735,Kidney Disease - Amraz-e-Kulya Acute,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0736,Paralysis - Falij,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0737,Epilepsy - Sara Har,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0738,Diarrhea - Ishal Barid,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0739,Cough - Sual Ratab,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0740,Cold - Nazla Yabis,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0741,Fever - Humma Chronic,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0742,Diabetes - Ziabetus Acute,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0743,Hypertension - Zarabet Dam,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0744,Arthritis - Waja ul Mafasil Har,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0745,Asthma - Raboo Barid,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0746,Migraine - Shaqeeqa Ratab,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
