NAMASTE_Code,NAMASTE_Display,NAMASTE_System,NAMASTE_Definition,ICD11_TM2_Code,ICD11_TM2_Display,ICD11_TM2_Category,Equivalence_Type,Mapping_Accuracy,Clinical_Validation,Traditional_Name_Sanskrit,Traditional_Name_Arabic,Traditional_Name_Tamil
UN0889,Insomnia - Sahr Acute,Unani,Insomnia condition in Unani medicine Acute,7A00,Insomnia,Sleep,equivalent,96.4,approved,,سہر,
UN0890,Constipation - Qabz,Unani,Constipation condition in Unani medicine,ME05,Constipation,Digestive,equivalent,96.2,approved,,قبض,
UN0891,Obesity - Siman-e-Mufrat Har,Unani,Obesity condition in Unani medicine Har,5B81,Obesity,Endocrine,equivalent,97.0,approved,,سمن مفرط,
UN0892,Anemia - Faqr ud Dam Barid,Unani,Anemia condition in Unani medicine Barid,3A00,Iron deficiency anaemia,Blood,equivalent,96.8,approved,,فقر الدم,
UN0893,Skin Disease - Amraz-e-Jild Ratab,Unani,Skin Disease condition in Unani medicine Ratab,EK90,Skin disease unspecified,Dermatological,equivalent,96.4,approved,,امراض جلد,
UN0894,Liver Disease - Amraz-e-Jigar Yabis,Unani,Liver Disease condition in Unani medicine Yabis,DB90,Liver disease unspecified,Digestive,equivalent,95.3,approved,,امراض جگر,
UN0895,Kidney Disease - Amraz-e-Kulya Chronic,Unani,Kidney Disease condition in Unani medicine Chronic,GB90,Kidney disease unspecified,Genitourinary,equivalent,96.8,approved,,امراض کلیہ,
UN0896,Paralysis - Falij Acute,Unani,Paralysis condition in Unani medicine Acute,8B20,Hemiplegia,Neurological,equivalent,95.5,approved,,فالج,
UN0897,Epilepsy - Sara,Unani,Epilepsy condition in Unani medicine,8A61,Epilepsy,Neurological,equivalent,96.4,approved,,صرع,
UN0898,Diarrhea - Ishal Har,Unani,Diarrhea condition in Unani medicine Har,1E10,Diarrhoea,Digestive,equivalent,97.4,approved,,اسہال,
UN0899,Cough - Sual Barid,Unani,Cough condition in Unani medicine Barid,MD11,Cough,Respiratory,equivalent,97.2,approved,,سعال,
UN0900,Cold - Nazla Ratab,Unani,Cold condition in Unani medicine Ratab,CA00,Common cold,Respiratory,equivalent,96.2,approved,,نزلہ,
UN0901,Fever - Humma Yabis,Unani,Fever condition in Unani medicine Yabis,MG30.0,Fever unspecified,Symptoms,equivalent,97.8,approved,,حُمّٰی,
UN0902,Diabetes - Ziabetus Chronic,Unani,Diabetes condition in Unani medicine Chronic,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,95.0,approved,,ذیابیطس,
UN0903,Hypertension - Zarabet Dam Acute,Unani,Hypertension condition in Unani medicine Acute,BA00,Essential hypertension,Circulatory,equivalent,96.5,approved,,ضربان دم,
UN0904,Arthritis - Waja ul Mafasil,Unani,Arthritis condition in Unani medicine,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.4,approved,,وجع المفاصل,
UN0905,Asthma - Raboo Har,Unani,Asthma condition in Unani medicine Har,CA23,Asthma,Respiratory,equivalent,96.5,approved,,ربو,
UN0906,Migraine - Shaqeeqa Barid,Unani,Migraine condition in Unani medicine Barid,8A80,Migraine,Neurological,equivalent,97.2,approved,,شقیقہ,
UN0907,Depression - Sawda Ratab,Unani,Depression condition in Unani medicine Ratab,6A70,Single episode depressive disorder,Mental,equivalent,96.8,approved,,سودا,
UN0908,Gastritis - Waram-e-Meda Yabis,Unani,Gastritis condition in Unani medicine Yabis,DA60,Gastritis,Digestive,equivalent,96.6,approved,,ورم معدہ,
UN0909,Insomnia - Sahr Chronic,Unani,Insomnia condition in Unani medicine Chronic,7A00,Insomnia,Sleep,equivalent,95.2,approved,,سہر,
UN0910,Constipation - Qabz Acute,Unani,Constipation condition in Unani medicine Acute,ME05,Constipation,Digestive,equivalent,97.4,approved,,قبض,
UN0911,Obesity - Siman-e-Mufrat,Unani,Obesity condition in Unani medicine,5B81,Obesity,Endocrine,equivalent,96.8,approved,,سمن مفرط,
UN0912,Anemia - Faqr ud Dam Har,Unani,Anemia condition in Unani medicine Har,3A00,Iron deficiency anaemia,Blood,equivalent,97.9,approved,,فقر الدم,
UN0913,Skin Disease - Amraz-e-Jild Barid,Unani,Skin Disease condition in Unani medicine Barid,EK90,Skin disease unspecified,Dermatological,equivalent,97.0,approved,,امراض جلد,
UN0914,Liver Disease - Amraz-e-Jigar Ratab,Unani,Liver Disease condition in Unani medicine Ratab,DB90,Liver disease unspecified,Digestive,equivalent,96.1,approved,,امراض جگر,
UN0915,Kidney Disease - Amraz-e-Kulya Yabis,Unani,Kidney Disease condition in Unani medicine Yabis,GB90,Kidney disease unspecified,Genitourinary,equivalent,96.3,approved,,امراض کلیہ,
UN0916,Paralysis - Falij Chronic,Unani,Paralysis condition in Unani medicine Chronic,8B20,Hemiplegia,Neurological,equivalent,97.4,approved,,فالج,
UN0917,Epilepsy - Sara Acute,Unani,Epilepsy condition in Unani medicine Acute,8A61,Epilepsy,Neurological,equivalent,97.8,approved,,صرع,
UN0918,Diarrhea - Ishal,Unani,Diarrhea condition in Unani medicine,1E10,Diarrhoea,Digestive,equivalent,96.5,approved,,اسہال,
UN0919,Cough - Sual Har,Unani,Cough condition in Unani medicine Har,MD11,Cough,Respiratory,equivalent,96.5,approved,,سعال,
UN0920,Cold - Nazla Barid,Unani,Cold condition in Unani medicine Barid,CA00,Common cold,Respiratory,equivalent,97.1,approved,,نزلہ,
UN0921,Fever - Humma Ratab,Unani,Fever condition in Unani medicine Ratab,MG30.0,Fever unspecified,Symptoms,equivalent,97.8,approved,,حُمّٰی,
UN0922,Diabetes - Ziabetus Yabis,Unani,Diabetes condition in Unani medicine Yabis,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,97.0,approved,,ذیابیطس,
UN0923,Hypertension - Zarabet Dam Chronic,Unani,Hypertension condition in Unani medicine Chronic,BA00,Essential hypertension,Circulatory,equivalent,96.2,approved,,ضربان دم,
UN0924,Arthritis - Waja ul Mafasil Acute,Unani,Arthritis condition in Unani medicine Acute,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.4,approved,,وجع المفاصل,
UN0925,Asthma - Raboo,Unani,Asthma condition in Unani medicine,CA23,Asthma,Respiratory,equivalent,96.4,approved,,ربو,
UN0926,Migraine - Shaqeeqa Har,Unani,Migraine condition in Unani medicine Har,8A80,Migraine,Neurological,equivalent,95.5,approved,,شقیقہ,
UN0927,Depression - Sawda Barid,Unani,Depression condition in Unani medicine Barid,6A70,Single episode depressive disorder,Mental,equivalent,97.7,approved,,سودا,
UN0928,Gastritis - Waram-e-Meda Ratab,Unani,Gastritis condition in Unani medicine Ratab,DA60,Gastritis,Digestive,equivalent,96.4,approved,,ورم معدہ,
UN0929,Insomnia - Sahr Yabis,Unani,Insomnia condition in Unani medicine Yabis,7A00,Insomnia,Sleep,equivalent,95.9,approved,,سہر,
UN0930,Constipation - Qabz Chronic,Unani,Constipation condition in Unani medicine Chronic,ME05,Constipation,Digestive,equivalent,95.9,approved,,قبض,
UN0931,Obesity - Siman-e-Mufrat Acute,Unani,Obesity condition in Unani medicine Acute,5B81,Obesity,Endocrine,equivalent,96.2,approved,,سمن مفرط,
UN0932,Anemia - Faqr ud Dam,Unani,Anemia condition in Unani medicine,3A00,Iron deficiency anaemia,Blood,equivalent,96.3,approved,,فقر الدم,
UN0933,Skin Disease - Amraz-e-Jild Har,Unani,Skin Disease condition in Unani medicine Har,EK90,Skin disease unspecified,Dermatological,equivalent,95.2,approved,,امراض جلد,
UN0934,Liver Disease - Amraz-e-Jigar Barid,Unani,Liver Disease condition in Unani medicine Barid,DB90,Liver disease unspecified,Digestive,equivalent,96.4,approved,,امراض جگر,
UN0935,Kidney Disease - Amraz-e-Kulya Ratab,Unani,Kidney Disease condition in Unani medicine Ratab,GB90,Kidney disease unspecified,Genitourinary,equivalent,97.3,approved,,امراض کلیہ,
UN0936,Paralysis - Falij Yabis,Unani,Paralysis condition in Unani medicine Yabis,8B20,Hemiplegia,Neurological,equivalent,97.0,approved,,فالج,
UN0937,Epilepsy - Sara Chronic,Unani,Epilepsy condition in Unani medicine Chronic,8A61,Epilepsy,Neurological,equivalent,96.6,approved,,صرع,
UN0938,Diarrhea - Ishal Acute,Unani,Diarrhea condition in Unani medicine Acute,1E10,Diarrhoea,Digestive,equivalent,97.3,approved,,اسہال,
UN0939,Cough - Sual,Unani,Cough condition in Unani medicine,MD11,Cough,Respiratory,equivalent,97.2,approved,,سعال,
UN0940,Cold - Nazla Har,Unani,Cold condition in Unani medicine Har,CA00,Common cold,Respiratory,equivalent,97.7,approved,,نزلہ,
UN0941,Fever - Humma Barid,Unani,Fever condition in Unani medicine Barid,MG30.0,Fever unspecified,Symptoms,equivalent,95.3,approved,,حُمّٰی,
UN0942,Diabetes - Ziabetus Ratab,Unani,Diabetes condition in Unani medicine Ratab,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,97.6,approved,,ذیابیطس,
UN0943,Hypertension - Zarabet Dam Yabis,Unani,Hypertension condition in Unani medicine Yabis,BA00,Essential hypertension,Circulatory,equivalent,95.9,approved,,ضربان دم,
UN0944,Arthritis - Waja ul Mafasil Chronic,Unani,Arthritis condition in Unani medicine Chronic,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,96.1,approved,,وجع المفاصل,
UN0945,Asthma - Raboo Acute,Unani,Asthma condition in Unani medicine Acute,CA23,Asthma,Respiratory,equivalent,96.8,approved,,ربو,
UN0946,Migraine - Shaqeeqa,Unani,Migraine condition in Unani medicine,8A80,Migraine,Neurological,equivalent,97.2,approved,,شقیقہ,
UN0947,Depression - Sawda Har,Unani,Depression condition in Unani medicine Har,6A70,Single episode depressive disorder,Mental,equivalent,96.5,approved,,سودا,
UN0948,Gastritis - Waram-e-Meda Barid,Unani,Gastritis condition in Unani medicine Barid,DA60,Gastritis,Digestive,equivalent,97.6,approved,,ورم معدہ,
UN0949,Insomnia - Sahr Ratab,Unani,Insomnia condition in Unani medicine Ratab,7A00,Insomnia,Sleep,equivalent,97.3,approved,,سہر,
UN0950,Constipation - Qabz Yabis,Unani,Constipation condition in Unani medicine Yabis,ME05,Constipation,Digestive,equivalent,97.8,approved,,قبض,
UN0951,Obesity - Siman-e-Mufrat Chronic,Unani,Obesity condition in Unani medicine Chronic,5B81,Obesity,Endocrine,equivalent,95.2,approved,,سمن مفرط,
UN0952,Anemia - Faqr ud Dam Acute,Unani,Anemia condition in Unani medicine Acute,3A00,Iron deficiency anaemia,Blood,equivalent,95.4,approved,,فقر الدم,
UN0953,Skin Disease - Amraz-e-Jild,Unani,Skin Disease condition in Unani medicine,EK90,Skin disease unspecified,Dermatological,equivalent,97.4,approved,,امراض جلد,
UN0954,Liver Disease - Amraz-e-Jigar Har,Unani,Liver Disease condition in Unani medicine Har,DB90,Liver disease unspecified,Digestive,equivalent,97.2,approved,,امراض جگر,
UN0955,Kidney Disease - Amraz-e-Kulya Barid,Unani,Kidney Disease condition in Unani medicine Barid,GB90,Kidney disease unspecified,Genitourinary,equivalent,96.3,approved,,امراض کلیہ,
UN0956,Paralysis - Falij Ratab,Unani,Paralysis condition in Unani medicine Ratab,8B20,Hemiplegia,Neurological,equivalent,97.6,approved,,فالج,
UN0957,Epilepsy - Sara Yabis,Unani,Epilepsy condition in Unani medicine Yabis,8A61,Epilepsy,Neurological,equivalent,97.1,approved,,صرع,
UN0958,Diarrhea - Ishal Chronic,Unani,Diarrhea condition in Unani medicine Chronic,1E10,Diarrhoea,Digestive,equivalent,96.4,approved,,اسہال,
UN0959,Cough - Sual Acute,Unani,Cough condition in Unani medicine Acute,MD11,Cough,Respiratory,equivalent,96.2,approved,,سعال,
UN0960,Cold - Nazla,Unani,Cold condition in Unani medicine,CA00,Common cold,Respiratory,equivalent,96.6,approved,,نزلہ,
UN0961,Fever - Humma Har,Unani,Fever condition in Unani medicine Har,MG30.0,Fever unspecified,Symptoms,equivalent,96.2,approved,,حُمّٰی,
UN0962,Diabetes - Ziabetus Barid,Unani,Diabetes condition in Unani medicine Barid,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,95.5,approved,,ذیابیطس,
UN0963,Hypertension - Zarabet Dam Ratab,Unani,Hypertension condition in Unani medicine Ratab,BA00,Essential hypertension,Circulatory,equivalent,95.0,approved,,ضربان دم,
UN0964,Arthritis - Waja ul Mafasil Yabis,Unani,Arthritis condition in Unani medicine Yabis,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,96.3,approved,,وجع المفاصل,
UN0965,Asthma - Raboo Chronic,Unani,Asthma condition in Unani medicine Chronic,CA23,Asthma,Respiratory,equivalent,96.9,approved,,ربو,
UN0966,Migraine - Shaqeeqa Acute,Unani,Migraine condition in Unani medicine Acute,8A80,Migraine,Neurological,equivalent,96.8,approved,,شقیقہ,
UN0967,Depression - Sawda,Unani,Depression condition in Unani medicine,6A70,Single episode depressive disorder,Mental,equivalent,96.6,approved,,سودا,
UN0968,Gastritis - Waram-e-Meda Har,Unani,Gastritis condition in Unani medicine Har,DA60,Gastritis,Digestive,equivalent,95.7,approved,,ورم معدہ,
UN0969,Insomnia - Sahr Barid,Unani,Insomnia condition in Unani medicine Barid,7A00,Insomnia,Sleep,equivalent,96.2,approved,,سہر,
UN0970,Constipation - Qabz Ratab,Unani,Constipation condition in Unani medicine Ratab,ME05,Constipation,Digestive,equivalent,97.3,approved,,قبض,
UN0971,Obesity - Siman-e-Mufrat Yabis,Unani,Obesity condition in Unani medicine Yabis,5B81,Obesity,Endocrine,equivalent,97.7,approved,,سمن مفرط,
UN0972,Anemia - Faqr ud Dam Chronic,Unani,Anemia condition in Unani medicine Chronic,3A00,Iron deficiency anaemia,Blood,equivalent,96.4,approved,,فقر الدم,
UN0973,Skin Disease - Amraz-e-Jild Acute,Unani,Skin Disease condition in Unani medicine Acute,EK90,Skin disease unspecified,Dermatological,equivalent,96.6,approved,,امراض جلد,
UN0974,Liver Disease - Amraz-e-Jigar,Unani,Liver Disease condition in Unani medicine,DB90,Liver disease unspecified,Digestive,equivalent,97.0,approved,,امراض جگر,
UN0975,Kidney Disease - Amraz-e-Kulya Har,Unani,Kidney Disease condition in Unani medicine Har,GB90,Kidney disease unspecified,Genitourinary,equivalent,95.8,approved,,امراض کلیہ,
UN0976,Paralysis - Falij Barid,Unani,Paralysis condition in Unani medicine Barid,8B20,Hemiplegia,Neurological,equivalent,95.8,approved,,فالج,
UN0977,Epilepsy - Sara Ratab,Unani,Epilepsy condition in Unani medicine Ratab,8A61,Epilepsy,Neurological,equivalent,95.6,approved,,صرع,
UN0978,Diarrhea - Ishal Yabis,Unani,Diarrhea condition in Unani medicine Yabis,1E10,Diarrhoea,Digestive,equivalent,95.1,approved,,اسہال,
UN0979,Cough - Sual Chronic,Unani,Cough condition in Unani medicine Chronic,MD11,Cough,Respiratory,equivalent,96.6,approved,,سعال,
UN0980,Cold - Nazla Acute,Unani,Cold condition in Unani medicine Acute,CA00,Common cold,Respiratory,equivalent,95.8,approved,,نزلہ,
UN0981,Fever - Humma,Unani,Fever condition in Unani medicine,MG30.0,Fever unspecified,Symptoms,equivalent,95.4,approved,,حُمّٰی,
UN0982,Diabetes - Ziabetus Har,Unani,Diabetes condition in Unani medicine Har,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,97.2,approved,,ذیابیطس,
UN0983,Hypertension - Zarabet Dam Barid,Unani,Hypertension condition in Unani medicine Barid,BA00,Essential hypertension,Circulatory,equivalent,97.3,approved,,ضربان دم,
UN0984,Arthritis - Waja ul Mafasil Ratab,Unani,Arthritis condition in Unani medicine Ratab,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.6,approved,,وجع المفاصل,
UN0985,Asthma - Raboo Yabis,Unani,Asthma condition in Unani medicine Yabis,CA23,Asthma,Respiratory,equivalent,96.6,approved,,ربو,
UN0986,Migraine - Shaqeeqa Chronic,Unani,Migraine condition in Unani medicine Chronic,8A80,Migraine,Neurological,equivalent,97.3,approved,,شقیقہ,
UN0987,Depression - Sawda Acute,Unani,Depression condition in Unani medicine Acute,6A70,Single episode depressive disorder,Mental,equivalent,96.3,approved,,سودا,
UN0988,Gastritis - Waram-e-Meda,Unani,Gastritis condition in Unani medicine,DA60,Gastritis,Digestive,equivalent,97.2,approved,,ورم معدہ,
UN0989,Insomnia - Sahr Har,Unani,Insomnia condition in Unani medicine Har,7A00,Insomnia,Sleep,equivalent,95.3,approved,,سہر,
UN0990,Constipation - Qabz Barid,Unani,Constipation condition in Unani medicine Barid,ME05,Constipation,Digestive,equivalent,97.6,approved,,قبض,
UN0991,Obesity - Siman-e-Mufrat Ratab,Unani,Obesity condition in Unani medicine Ratab,5B81,Obesity,Endocrine,equivalent,96.8,approved,,سمن مفرط,
UN0992,Anemia - Faqr ud Dam Yabis,Unani,Anemia condition in Unani medicine Yabis,3A00,Iron deficiency anaemia,Blood,equivalent,95.3,approved,,فقر الدم,
UN0993,Skin Disease - Amraz-e-Jild Chronic,Unani,Skin Disease condition in Unani medicine Chronic,EK90,Skin disease unspecified,Dermatological,equivalent,97.1,approved,,امراض جلد,
UN0994,Liver Disease - Amraz-e-Jigar Acute,Unani,Liver Disease condition in Unani medicine Acute,DB90,Liver disease unspecified,Digestive,equivalent,95.8,approved,,امراض جگر,
UN0995,Kidney Disease - Amraz-e-Kulya,Unani,Kidney Disease condition in Unani medicine,GB90,Kidney disease unspecified,Genitourinary,equivalent,95.6,approved,,امراض کلیہ,
UN0996,Paralysis - Falij Har,Unani,Paralysis condition in Unani medicine Har,8B20,Hemiplegia,Neurological,equivalent,96.5,approved,,فالج,
UN0997,Epilepsy - Sara Barid,Unani,Epilepsy condition in Unani medicine Barid,8A61,Epilepsy,Neurological,equivalent,97.9,approved,,صرع,
UN0998,Diarrhea - Ishal Ratab,Unani,Diarrhea condition in Unani medicine Ratab,1E10,Diarrhoea,Digestive,equivalent,95.7,approved,,اسہال,
UN0999,Cough - Sual Yabis,Unani,Cough condition in Unani medicine Yabis,MD11,Cough,Respiratory,equivalent,95.6,approved,,سعال,
UN1000,Cold - Nazla Chronic,Unani,Cold condition in Unani medicine Chronic,CA00,Common cold,Respiratory,equivalent,96.0,approved,,نزلہ,
UN1001,Fever - Humma Acute,Unani,Fever condition in Unani medicine Acute,MG30.0,Fever unspecified,Symptoms,equivalent,96.9,approved,,حُمّٰی,
UN1002,Diabetes - Ziabetus,Unani,Diabetes condition in Unani medicine,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,97.5,approved,,ذیابیطس,
UN1003,Hypertension - Zarabet Dam Har,Unani,Hypertension condition in Unani medicine Har,BA00,Essential hypertension,Circulatory,equivalent,95.0,approved,,ضربان دم,
UN1004,Arthritis - Waja ul Mafasil Barid,Unani,Arthritis condition in Unani medicine Barid,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,96.7,approved,,وجع المفاصل,
UN1005,Asthma - Raboo Ratab,Unani,Asthma condition in Unani medicine Ratab,CA23,Asthma,Respiratory,equivalent,95.9,approved,,ربو,
UN1006,Migraine - Shaqeeqa Yabis,Unani,Migraine condition in Unani medicine Yabis,8A80,Migraine,Neurological,equivalent,95.2,approved,,شقیقہ,
UN1007,Depression - Sawda Chronic,Unani,Depression condition in Unani medicine Chronic,6A70,Single episode depressive disorder,Mental,equivalent,96.0,approved,,سودا,
UN1008,Gastritis - Waram-e-Meda Acute,Unani,Gastritis condition in Unani medicine Acute,DA60,Gastritis,Digestive,equivalent,96.1,approved,,ورم معدہ,
UN1009,Insomnia - Sahr,Unani,Insomnia condition in Unani medicine,7A00,Insomnia,Sleep,equivalent,96.9,approved,,سہر,
UN1010,Constipation - Qabz Har,Unani,Constipation condition in Unani medicine Har,ME05,Constipation,Digestive,equivalent,97.8,approved,,قبض,
UN1011,Obesity - Siman-e-Mufrat Barid,Unani,Obesity condition in Unani medicine Barid,5B81,Obesity,Endocrine,equivalent,95.7,approved,,سمن مفرط,
UN1012,Anemia - Faqr ud Dam Ratab,Unani,Anemia condition in Unani medicine Ratab,3A00,Iron deficiency anaemia,Blood,equivalent,95.9,approved,,فقر الدم,
UN1013,Skin Disease - Amraz-e-Jild Yabis,Unani,Skin Disease condition in Unani medicine Yabis,EK90,Skin disease unspecified,Dermatological,equivalent,96.8,approved,,امراض جلد,
UN1014,Liver Disease - Amraz-e-Jigar Chronic,Unani,Liver Disease condition in Unani medicine Chronic,DB90,Liver disease unspecified,Digestive,equivalent,95.3,approved,,امراض جگر,
UN1015,Kidney Disease - Amraz-e-Kulya Acute,Unani,Kidney Disease condition in Unani medicine Acute,GB90,Kidney disease unspecified,Genitourinary,equivalent,95.5,approved,,امراض کلیہ,
UN1016,Paralysis - Falij,Unani,Paralysis condition in Unani medicine,8B20,Hemiplegia,Neurological,equivalent,97.8,approved,,فالج,
UN1017,Epilepsy - Sara Har,Unani,Epilepsy condition in Unani medicine Har,8A61,Epilepsy,Neurological,equivalent,96.8,approved,,صرع,
UN1018,Diarrhea - Ishal Barid,Unani,Diarrhea condition in Unani medicine Barid,1E10,Diarrhoea,Digestive,equivalent,96.5,approved,,اسہال,
UN1019,Cough - Sual Ratab,Unani,Cough condition in Unani medicine Ratab,MD11,Cough,Respiratory,equivalent,97.0,approved,,سعال,
UN1020,Cold - Nazla Yabis,Unani,Cold condition in Unani medicine Yabis,CA00,Common cold,Respiratory,equivalent,95.9,approved,,نزلہ,
UN1021,Fever - Humma Chronic,Unani,Fever condition in Unani medicine Chronic,MG30.0,Fever unspecified,Symptoms,equivalent,97.2,approved,,حُمّٰی,
UN1022,Diabetes - Ziabetus Acute,Unani,Diabetes condition in Unani medicine Acute,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,95.8,approved,,ذیابیطس,
UN1023,Hypertension - Zarabet Dam,Unani,Hypertension condition in Unani medicine,BA00,Essential hypertension,Circulatory,equivalent,95.4,approved,,ضربان دم,
UN1024,Arthritis - Waja ul Mafasil Har,Unani,Arthritis condition in Unani medicine Har,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.5,approved,,وجع المفاصل,
UN1025,Asthma - Raboo Barid,Unani,Asthma condition in Unani medicine Barid,CA23,Asthma,Respiratory,equivalent,96.9,approved,,ربو,
UN1026,Migraine - Shaqeeqa Ratab,Unani,Migraine condition in Unani medicine Ratab,8A80,Migraine,Neurological,equivalent,97.9,approved,,شقیقہ,
UN1027,Depression - Sawda Yabis,Unani,Depression condition in Unani medicine Yabis,6A70,Single episode depressive disorder,Mental,equivalent,97.4,approved,,سودا,
UN1028,Gastritis - Waram-e-Meda Chronic,Unani,Gastritis condition in Unani medicine Chronic,DA60,Gastritis,Digestive,equivalent,96.6,approved,,ورم معدہ,
UN1029,Insomnia - Sahr Acute,Unani,Insomnia condition in Unani medicine Acute,7A00,Insomnia,Sleep,equivalent,96.7,approved,,سہر,
UN1030,Constipation - Qabz,Unani,Constipation condition in Unani medicine,ME05,Constipation,Digestive,equivalent,96.7,approved,,قبض,
UN1031,Obesity - Siman-e-Mufrat Har,Unani,Obesity condition in Unani medicine Har,5B81,Obesity,Endocrine,equivalent,95.1,approved,,سمن مفرط,
UN1032,Anemia - Faqr ud Dam Barid,Unani,Anemia condition in Unani medicine Barid,3A00,Iron deficiency anaemia,Blood,equivalent,95.9,approved,,فقر الدم,
UN1033,Skin Disease - Amraz-e-Jild Ratab,Unani,Skin Disease condition in Unani medicine Ratab,EK90,Skin disease unspecified,Dermatological,equivalent,95.1,approved,,امراض جلد,
UN1034,Liver Disease - Amraz-e-Jigar Yabis,Unani,Liver Disease condition in Unani medicine Yabis,DB90,Liver disease unspecified,Digestive,equivalent,97.7,approved,,امراض جگر,
UN1035,Kidney Disease - Amraz-e-Kulya Chronic,Unani,Kidney Disease condition in Unani medicine Chronic,GB90,Kidney disease unspecified,Genitourinary,equivalent,97.3,approved,,امراض کلیہ,
UN1036,Paralysis - Falij Acute,Unani,Paralysis condition in Unani medicine Acute,8B20,Hemiplegia,Neurological,equivalent,95.9,approved,,فالج,
UN1037,Epilepsy - Sara,Unani,Epilepsy condition in Unani medicine,8A61,Epilepsy,Neurological,equivalent,96.1,approved,,صرع,
UN1038,Diarrhea - Ishal Har,Unani,Diarrhea condition in Unani medicine Har,1E10,Diarrhoea,Digestive,equivalent,95.2,approved,,اسہال,
UN1039,Cough - Sual Barid,Unani,Cough condition in Unani medicine Barid,MD11,Cough,Respiratory,equivalent,97.3,approved,,سعال,
UN1040,Cold - Nazla Ratab,Unani,Cold condition in Unani medicine Ratab,CA00,Common cold,Respiratory,equivalent,96.5,approved,,نزلہ,
UN1041,Fever - Humma Yabis,Unani,Fever condition in Unani medicine Yabis,MG30.0,Fever unspecified,Symptoms,equivalent,97.6,approved,,حُمّٰی,
UN1042,Diabetes - Ziabetus Chronic,Unani,Diabetes condition in Unani medicine Chronic,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,95.2,approved,,ذیابیطس,
UN1043,Hypertension - Zarabet Dam Acute,Unani,Hypertension condition in Unani medicine Acute,BA00,Essential hypertension,Circulatory,equivalent,96.0,approved,,ضربان دم,
UN1044,Arthritis - Waja ul Mafasil,Unani,Arthritis condition in Unani medicine,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,96.9,approved,,وجع المفاصل,
UN1045,Asthma - Raboo Har,Unani,Asthma condition in Unani medicine Har,CA23,Asthma,Respiratory,equivalent,97.4,approved,,ربو,
UN1046,Migraine - Shaqeeqa Barid,Unani,Migraine condition in Unani medicine Barid,8A80,Migraine,Neurological,equivalent,95.3,approved,,شقیقہ,
UN1047,Depression - Sawda Ratab,Unani,Depression condition in Unani medicine Ratab,6A70,Single episode depressive disorder,Mental,equivalent,96.4,approved,,سودا,
UN1048,Gastritis - Waram-e-Meda Yabis,Unani,Gastritis condition in Unani medicine Yabis,DA60,Gastritis,Digestive,equivalent,95.7,approved,,ورم معدہ,
UN1049,Insomnia - Sahr Chronic,Unani,Insomnia condition in Unani medicine Chronic,7A00,Insomnia,Sleep,equivalent,96.3,approved,,سہر,
UN1050,Constipation - Qabz Acute,Unani,Constipation condition in Unani medicine Acute,ME05,Constipation,Digestive,equivalent,96.7,approved,,قبض,
UN1051,Obesity - Siman-e-Mufrat,Unani,Obesity condition in Unani medicine,5B81,Obesity,Endocrine,equivalent,97.2,approved,,سمن مفرط,
UN1052,Anemia - Faqr ud Dam Har,Unani,Anemia condition in Unani medicine Har,3A00,Iron deficiency anaemia,Blood,equivalent,97.2,approved,,فقر الدم,
UN1053,Skin Disease - Amraz-e-Jild Barid,Unani,Skin Disease condition in Unani medicine Barid,EK90,Skin disease unspecified,Dermatological,equivalent,96.3,approved,,امراض جلد,
UN1054,Liver Disease - Amraz-e-Jigar Ratab,Unani,Liver Disease condition in Unani medicine Ratab,DB90,Liver disease unspecified,Digestive,equivalent,96.7,approved,,امراض جگر,
UN1055,Kidney Disease - Amraz-e-Kulya Yabis,Unani,Kidney Disease condition in Unani medicine Yabis,GB90,Kidney disease unspecified,Genitourinary,equivalent,97.6,approved,,امراض کلیہ,
UN1056,Paralysis - Falij Chronic,Unani,Paralysis condition in Unani medicine Chronic,8B20,Hemiplegia,Neurological,equivalent,97.0,approved,,فالج,
UN1057,Epilepsy - Sara Acute,Unani,Epilepsy condition in Unani medicine Acute,8A61,Epilepsy,Neurological,equivalent,97.0,approved,,صرع,
UN1058,Diarrhea - Ishal,Unani,Diarrhea condition in Unani medicine,1E10,Diarrhoea,Digestive,equivalent,96.0,approved,,اسہال,
UN1059,Cough - Sual Har,Unani,Cough condition in Unani medicine Har,MD11,Cough,Respiratory,equivalent,95.3,approved,,سعال,
UN1060,Cold - Nazla Barid,Unani,Cold condition in Unani medicine Barid,CA00,Common cold,Respiratory,equivalent,97.5,approved,,نزلہ,
